"cases_time_series__dailyconfirmed","cases_time_series__dailydeceased","cases_time_series__dailyrecovered","cases_time_series__date","cases_time_series__dateymd","cases_time_series__totalconfirmed","cases_time_series__totaldeceased","cases_time_series__totalrecovered","statewise__active","statewise__confirmed","statewise__deaths","statewise__deltaconfirmed","statewise__deltadeaths","statewise__deltarecovered","statewise__lastupdatedtime","statewise__migratedother","statewise__recovered","statewise__state","statewise__statecode","statewise__statenotes","tested__dailyrtpcrsamplescollectedicmrapplication","tested__firstdoseadministered","tested__frontlineworkersvaccinated","tested__healthcareworkersvaccinated","tested__positivecasesfromsamplesreported","tested__samplereportedtoday","tested__seconddoseadministered","tested__source","tested__source2","tested__source3","tested__source4","tested__testedasof","tested__testsconductedbyprivatelabs","tested__totaldosesadministered","tested__totalindividualstested","tested__totalindividualsvaccinated","tested__totalpositivecases","tested__totalrtpcrsamplescollectedicmrapplication","tested__totalsamplestested","tested__totalsessionsconducted","tested__updatetimestamp"
"54348","714","61828","20 October ","2020-10-20","7649110","115364","6792417","","","","","","","","","","","","","332341","","","","","876173","","http://twitter.com/ICMRDELHI/status/1333254628410945536","","","","29/11/2020","","","","","","63693904","140379976","","30/11/2020 09:00:00"
"56264","701","79561","21 October ","2020-10-21","7705374","116065","6871978","","","","","","","","","","","","","475345","","","","","969325","","https://twitter.com/ICMRDELHI/status/1333632992900567041?s=20","","","","30/11/2020","","","","","","64169249","141349301","","01/12/2020 09:00:00"
"54371","686","74569","22 October ","2020-10-22","7759745","116751","6946547","","","","","","","","","","","","","548347","","","","","1096651","","http://twitter.com/ICMRDELHI/status/1333975480140259328","","","","1/12/2020","","","","","","64717596","142445952","","02/12/2020 09:00:00"
"53931","655","66994","23 October ","2020-10-23","7813676","117406","7013541","","","","","","","","","","","","","543945","","","","","1111698","","http://twitter.com/ICMRDELHI/status/1334338099531243520","","","","2/12/2020","","","","","","65261541","143557650","","03/12/2020 09:00:00"
"50366","578","62270","24 October ","2020-10-24","7864042","117984","7075811","","","","","","","","","","","","","512076","","","","","1170102","","http://twitter.com/ICMRDELHI/status/1334701824960471044","","","","3/12/2020","","","","","","65773617","144727749","","04/12/2020 09:00:00"
"45922","483","59304","25 October ","2020-10-25","7909964","118467","7135115","","","","","","","","","","","","","531258","","","","","1157763","","http://twitter.com/ICMRDELHI/status/1335079645113327616","","","","4/12/2020","","","","","","66304875","145885512","","05/12/2020 09:00:00"
"36019","485","63734","26 October ","2020-10-26","7945983","118952","7198849","","","","","","","","","","","","","491370","","","","","1101063","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_06Dec2020.pdf","","","","5/12/2020","","","","","","66796245","146986575","","06/12/2020 09:00:00"
"43036","511","58429","27 October ","2020-10-27","7989019","119463","7257278","","","","","","","","","","","","","276031","","","","","801081","","http://twitter.com/ICMRDELHI/status/1335788462729924609","","","","6/12/2020","","","","","","67072276","147787656","","07/12/2020 09:00:00"
"50188","515","56594","28 October ","2020-10-28","8039207","119978","7313872","","","","","","","","","","","","","530428","","","","","1026399","","https://twitter.com/ICMRDELHI/status/1336164537226018816?s=20","","","","7/12/2020","","","","","","67602704","148814055","","08/12/2020 09:00:00"
"48765","562","57867","29 October ","2020-10-29","8087972","120540","7371739","","","","","","","","","","","","","461101","","","","","1022712","","twitter.com/ICMRDELHI/status/1336512573538140161/","","","","8/12/2020","","","","","","68063805","149836767","","09/12/2020 09:00:00"
"48117","550","59005","30 October ","2020-10-30","8136089","121090","7430744","","","","","","","","","","","","","501207","","","","","922959","","https://twitter.com/ICMRDELHI/status/1336875858988916736","","","","9/12/2020","","","","","","68565012","150759726","","10/12/2020 09:00:00"
"47228","469","58682","31 October ","2020-10-31","8183317","121559","7489426","","","","","","","","","","","","","472563","","","","","872479","","https://twitter.com/ICMRDELHI/status/1337259604325978118","","","","10/12/2020","","","","","","69037575","151632223","","11/12/2020 09:00:00"
"45928","491","53312","01 November ","2020-11-01","8229245","122050","7542738","","","","","","","","","","","","","478394","","","","","1065176","","https://twitter.com/ICMRDELHI/status/1337598387277844481","","","","11/12/2020","","","","","","69515969","152697399","","12/12/2020 09:00:00"
"37592","498","58524","02 November ","2020-11-02","8266837","122548","7601262","","","","","","","","","","","","","455870","","","","","1014434","","https://twitter.com/ICMRDELHI/status/1337968190370897922","","","","12/12/2020","","","","","","69971839","153711833","","13/12/2020 09:00:00"
"46027","510","53328","03 November ","2020-11-03","8312864","123058","7654590","","","","","","","","","","","","","276789","","","","","855157","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Dec2020.pdf","","","","13/12/2020","","","","","","70248628","154566990","","14/12/2020 09:00:00"
"50465","707","55873","04 November ","2020-11-04","8363329","123765","7710463","","","","","","","","","","","","","533871","","","","","993665","","http://twitter.com/ICMRDELHI/status/1338691630828679168","","","","14/12/2020","","","","","","70782499","155560655","","15/12/2020 09:00:00"
"47628","672","54133","05 November ","2020-11-05","8410957","124437","7764596","","","","","","","","","","","","","529601","","","","","1085625","","http://twitter.com/ICMRDELHI/status/1339049762482388992","","","","15/12/2020","","","","","","71312100","156646280","","16/12/2020 09:00:00"
"50017","577","53946","06 November ","2020-11-06","8460974","125014","7818542","","","","","","","","","","","","","520837","","","","","1158960","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_17Dec2020.pdf","","","","16/12/2020","","","","","","71832937","157805240","","17/12/2020 09:00:00"
"46153","557","48582","07 November ","2020-11-07","8507127","125571","7867124","","","","","","","","","","","","","507356","","","","","1113406","","http://twitter.com/ICMRDELHI/status/1339777157145366529","","","","17/12/2020","","","","","","72340293","158918646","","18/12/2020 09:00:00"
"46707","491","48465","08 November ","2020-11-08","8553834","126062","7915589","","","","","","","","","","","","","499914","","","","","1171868","","https://twitter.com/ICMRDELHI/status/1340135615648522240","","","","18/12/2020","","","","","","72840207","160090514","","19/12/2020 09:00:00"
"37119","450","41449","09 November ","2020-11-09","8590953","126512","7957038","","","","","","","","","","","","","476129","","","","","1107681","","http://twitter.com/ICMRDELHI/status/1340500933642313732","","","","19/12/2020","","","","","","73316336","161198195","","20/12/2020 09:00:00"
"44724","511","54639","10 November ","2020-11-10","8635677","127023","8011677","","","","","","","","","","","","","263537","","","","","900134","","http://twitter.com/ICMRDELHI/status/1340865870218711040","","","","20/12/2020","","","","","","73579873","162098329","","21/12/2020 09:00:00"
"48285","550","52704","11 November ","2020-11-11","8683962","127573","8064381","","","","","","","","","","","","","529668","","","","","1072228","","http://twitter.com/ICMRDELHI/status/1341227615261052929","","","","21/12/2020","","","","","","74109541","163170557","","22/12/2020 09:00:00"
"44585","544","49354","12 November ","2020-11-12","8728547","128117","8113735","","","","","","","","","","","","","499843","","","","","1098164","","http://twitter.com/ICMRDELHI/status/1341585266620813314","","","","22/12/2020","","","","","","74609384","164268721","","23/12/2020 09:00:00"
"44620","517","47620","13 November ","2020-11-13","8773167","128634","8161355","","","","","","","","","","","","","504458","","","","","1039645","","http://twitter.com/ICMRDELHI/status/1341952269596561414","","","","23/12/2020","","","","","","75113842","165308366","","24/12/2020 09:00:00"
"41692","450","42317","14 November ","2020-11-14","8814859","129084","8203672","","","","","","","","","","","","","474301","","","","","997396","","https://twitter.com/ICMRDELHI/status/1342313771524476928","","","","24/12/2020","","","","","","75588143","166305762","","25/12/2020 09:00:00"
"30681","434","44111","15 November ","2020-11-15","8845540","129518","8247783","","","","","","","","","","","","","331011","","","","","853527","","https://twitter.com/ICMRDELHI/status/1342679504796360709","","","","25/12/2020","","","","","","75919154","167159289","","26/12/2020 09:00:00"
"28609","451","40392","16 November ","2020-11-16","8874149","129969","8288175","","","","","","","","","","","","","451990","","","","","943368","","http://twitter.com/ICMRDELHI/status/1343043553375657984","","","","26/12/2020","","","","","","76371144","168102657","","27/12/2020 09:00:00"
"38548","472","44753","17 November ","2020-11-17","8912697","130441","8332928","","","","","","","","","","","","","254695","","","","","715397","","https://twitter.com/ICMRDELHI/status/1343397721122557952","","","","27/12/2020","","","","","","76625839","168818054","","28/12/2020 09:00:00"
"45366","586","48675","18 November ","2020-11-18","8958063","131027","8381603","","","","","","","","","","","","","536439","","","","","983695","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Dec2020.pdf","","","","28/12/2020","","","","","","77162278","169801749","","29/12/2020 09:00:00"
"46185","582","45246","19 November ","2020-11-19","9004248","131609","8426849","","","","","","","","","","","","","555188","","","","","1120281","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_30Dec2020.pdf","","","","29/12/2020","","","","","","77717466","170922030","","30/12/2020 09:00:00"
"46283","564","48968","20 November ","2020-11-20","9050531","132173","8475817","","","","","","","","","","","","","544381","","","","","1127244","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_31Dec2020.pdf","","","","30/12/2020","","","","","","78261847","172049274","","31/12/2020 09:00:00"
"45301","499","44055","21 November ","2020-11-21","9095832","132672","8519872","","","","","","","","","","","","","517787","","","","","1062420","","https://twitter.com/ICMRDELHI/status/1344857554367614976","","","","31/12/2020","","","","","","78779634","173111694","","01/01/2021 09:00:00"
"44404","510","41405","22 November ","2020-11-22","9140236","133182","8561277","","","","","","","","","","","","","368159","","","","","829964","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Jan2021.pdf","","","","1/1/2021","","","","","","79147793","173941658","","02/01/2021 09:00:00"
"37441","481","42195","23 November ","2020-11-23","9177677","133663","8603472","","","","","","","","","","","","","461605","","","","","958125","","http://twitter.com/ICMRDELHI/status/1345578137304764416","","","","2/1/2021","","","","","","79609398","174899783","","03/01/2021 09:00:00"
"44245","489","37765","24 November ","2020-11-24","9221922","134152","8641237","","","","","","","","","","","","","231361","","","","","735978","","https://twitter.com/ICMRDELHI/status/1345935827369541634","","","","3/1/2021","","","","","","79840759","175635761","","04/01/2021 09:00:00"
"44699","518","36582","25 November ","2020-11-25","9266621","134670","8677819","","","","","","","","","","","","","526705","","","","","896236","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_05Jan2021.pdf","","","","4/1/2021","","","","","","80367464","176531997","","05/01/2021 09:00:00"
"43174","491","39723","26 November ","2020-11-26","9309795","135161","8717542","","","","","","","","","","","","","496540","","","","","931408","","https://twitter.com/ICMRDELHI/status/1346669519729688577","","","","5/1/2021","","","","","","80864004","177463405","","06/01/2021 09:00:00"
"41353","486","41177","27 November ","2020-11-27","9351148","135647","8758719","","","","","","","","","","","","","494800","","","","","937590","","https://twitter.com/ICMRDELHI/status/1347022699760021504","","","","6/1/2021","","","","","","81358804","178400995","","07/01/2021 09:00:00"
"41815","495","42275","28 November ","2020-11-28","9392963","136142","8800994","","","","","","","","","","","","","479712","","","","","935369","","https://twitter.com/ICMRDELHI/status/1347389815633821703","","","","7/1/2021","","","","","","81838516","179336364","","08/01/2021 09:00:00"
"39036","444","45152","29 November ","2020-11-29","9431999","136586","8846146","","","","","","","","","","","","","465233","","","","","916951","","https://twitter.com/ICMRDELHI/status/1347746366328459264","","","","8/1/2021","","","","","","82303749","180253315","","09/01/2021 09:00:00"
"31179","482","42282","30 November ","2020-11-30","9463178","137068","8888428","","","","","","","","","","","","","424138","","","","","843307","","http://twitter.com/ICMRDELHI/status/1348117201060982791","","","","9/1/2021","","","","","","82727887","181096622","","10/01/2021 09:00:00"
"36474","501","43208","01 December ","2020-12-01","9499652","137569","8931636","","","","","","","","","","","","","235863","","","","","659209","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_11Jan2021.pdf","","","","10/1/2021","","","","","","82963750","181755831","","11/01/2021 09:00:00"
"35506","526","40908","02 December ","2020-12-02","9535158","138095","8972544","","","","","","","","","","","","","498443","","","","","897056","","https://twitter.com/ICMRDELHI/status/1348833964497145857","","","","11/1/2021","","","","","","83462193","182652887","","12/01/2021 09:00:00"
"36574","541","42991","03 December ","2020-12-03","9571732","138636","9015535","","","","","","","","","","","","","459600","","","","","836227","","https://twitter.com/ICMRDELHI/status/1349199478062862339","","","","12/1/2021","","","","","","83921793","183489114","","13/01/2021 09:00:00"
"36711","511","42359","04 December ","2020-12-04","9608443","139147","9057894","","","","","","","","","","","","","417783","","","","","743191","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_14Jan2021.pdf","","","","13/1/2021","","","","","","84339576","184232305","","14/01/2021 09:00:00"
"36010","482","41885","05 December ","2020-12-05","9644453","139629","9099779","","","","","","","","","","","","","284220","","","","","730096","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_15Jan2021.pdf","","","","14/1/2021","","","","","","84623796","184962401","","15/01/2021 09:00:00"
"33178","390","39078","06 December ","2020-12-06","9677631","140019","9138857","","","","","","","","","","","","","395224","","","","","803090","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Jan2021.pdf","","","","15/1/2021","","","","","","85019020","185765491","","16/01/2021 09:00:00"
"26227","386","39293","07 December ","2020-12-07","9703858","140405","9178150","","","","","","","","","","","","","369189","191181","","","","779377","","https://twitter.com/ICMRDELHI/status/1350660835153100800","","","https://twitter.com/MoHFW_INDIA/status/1350459098203004928","16/1/2021","","191181","","191181","","85388209","186544868","3352","17/01/2021 09:00:00"
"32083","402","36583","08 December ","2020-12-08","9735941","140807","9214733","","","","","","","","","","","","","208595","224301","","","","548168","","https://twitter.com/ICMRDELHI/status/1351011715647942657","","","https://twitter.com/MoHFW_INDIA/status/1350815129177260034","17/1/2021","","224301","","224301","","85596804","187093036","3905","18/01/2021 09:00:00"
"31637","413","37693","09 December ","2020-12-09","9767578","141220","9252426","","","","","","","","","","","","","433104","454049","","","","709791","","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_19Jan2021.pdf","","","https://twitter.com/COVIDNewsByMIB/status/1351427760678334464","18/1/2021","","454049","","454049","","86029908","187802827","7704","19/01/2021 09:00:00"
"29411","411","37707","10 December ","2020-12-10","9796989","141631","9290133","","","","","","","","","","","","","416860","674835","","","","764120","","https://twitter.com/ICMRDELHI/status/1351736539982647296","","","https://twitter.com/COVIDNewsByMIB/status/1351766062103109633","19/1/2021","","674835","","674835","","86446768","188566947","11660","20/01/2021 09:00:00"
"29961","442","33492","11 December ","2020-12-11","9826950","142073","9323625","","","","","","","","","","","","","382064","806484","","","","780835","","https://twitter.com/ICMRDELHI/status/1352096551120715779/photo/1","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1690691","20/1/2021","","806484","","806484","","86828832","189347782","14118","21/01/2021 09:00:00"
"30354","391","33087","12 December ","2020-12-12","9857304","142464","9356712","","","","","","","","","","","","","418398","1043534","","","","800242","","https://twitter.com/ICMRDELHI/status/1352458055179358209/photo/1","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1691127","21/1/2021","","1043534","","1043534","","87247230","190148024","18167","22/01/2021 09:00:00"
"27336","338","30640","13 December ","2020-12-13","9884640","142802","9387352","","","","","","","","","","","","","422945","1390592","","","","837095","","https://twitter.com/ICMRDELHI/status/1352819480624205827","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1691485","22/1/2021","","1390592","","1390592","","87670175","190985119","24408","23/01/2021 09:00:00"
"21941","354","34421","14 December ","2020-12-14","9906581","143156","9421773","","","","","","","","","","","","","374444","1582201","","","","781752","","https://twitter.com/ICMRDELHI/status/1353187717392211970","","","https://pib.gov.in/PressReleseDetailm.aspx?PRID=1691794","23/1/2021","","1582201","","1582201","","88044619","191766871","27920","24/01/2021 09:00:00"
"26251","384","33853","15 December ","2020-12-15","9932832","143540","9455626","","","","","","","","","","","","","205732","1615504","","","","570246","","http://twitter.com/ICMRDELHI/status/1353543219938648065","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1692065","24/1/2021","","1615504","","1615504","","88250351","192337117","28614","25/01/2021 09:00:00"
"18172","356","33360","16 December ","2020-12-16","9951004","143896","9488986","","","","","","","","","","","","","414512","2023809","","","","725577","","https://twitter.com/ICMRDELHI/status/1353905187883126784","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1692463","25/1/2021","","2023809","","2023809","","88664863","193062694","36378","26/01/2021 09:00:00"
"26754","342","30891","17 December ","2020-12-17","9977758","144238","9519877","","","","","","","","","","","","","192479","2029480","","","","550426","","https://twitter.com/ICMRDELHI/status/1354273593148862467","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1692596","26/1/2021","","2029480","","2029480","","88857342","193613120","36572","27/01/2021 09:00:00"
"26991","342","29879","18 December ","2020-12-18","10004749","144580","9549756","","","","","","","","","","","","","388969","2355979","","","","725653","","https://twitter.com/ICMRDELHI/status/1354634086384455684?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1692852","27/1/2021","","2355979","","2355979","","89246311","194338773","42674","28/01/2021 09:00:00"
"26834","342","29758","19 December ","2020-12-19","10031583","144922","9579514","","","","","","","","","","","","","372164","2928053","","","","742306","","https://twitter.com/ICMRDELHI/status/1354990493608804352","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1693131","28/1/2021","","2928053","","2928053","","89618475","195081079","52878","29/01/2021 09:00:00"
"24622","332","25734","20 December ","2020-12-20","10056205","145254","9605248","","","","","","","","","","","","","382556","3500027","","","","756329","","http://twitter.com/ICMRDELHI/status/1355355884881231876","","","https://pib.gov.in/PressReleseDetail.aspx?PRID=1693516","29/1/2021","","3500027","","3500027","","90001031","195837408","63687","30/01/2021 09:00:00"
"19147","302","30250","21 December ","2020-12-21","10075352","145556","9635498","","","","","","","","","","","","","341039","3744334","","","","750964","","https://twitter.com/ICMRDELHI/status/1355734045641089026","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1693680","30/1/2021","","3744334","","3744334","","90342070","196588372","68962","31/01/2021 09:00:00"
"23880","329","27032","22 December ","2020-12-22","10099232","145885","9662530","","","","","","","","","","","","","176943","3758843","","","","504263","","https://twitter.com/ICMRDELHI/status/1356084777535774721","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1693842","31/1/2021","","3758843","","3758843","","90519013","197092635","69215","01/02/2021 09:00:00"
"24716","315","29946","23 December ","2020-12-23","10123948","146200","9692476","","","","","","","","","","","","","351630","3950156","","","","659422","","http://twitter.com/ICMRDELHI/status/1356448283288297473","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1694350","1/2/2021","","3950156","","3950156","","90870643","197752057","72731","02/02/2021 09:00:00"
"23444","337","24555","24 December ","2020-12-24","10147392","146537","9717031","","","","","","","","","","","","","350917","4138918","","","","721121","","https://twitter.com/ICMRDELHI/status/1356804259443060737","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1694677","2/2/2021","","4138918","","4138918","","91221560","198473178","76576","03/02/2021 09:00:00"
"22349","251","22184","25 December ","2020-12-25","10169741","146788","9739215","","","","","","","","","","","","","368078","4449552","","","","742841","","https://twitter.com/ICMRDELHI/status/1357165480595906563","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1695051","3/2/2021","","4449552","","4449552","","91589638","199216019","84617","04/02/2021 09:00:00"
"18575","280","21466","26 December ","2020-12-26","10188316","147068","9760681","","","","","","","","","","","","","372732","4959445","","","","715776","","https://twitter.com/ICMRDELHI/status/1357526132107665408","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1695415","4/2/2021","","4959445","","4959445","","91962370","199931795","95801","05/02/2021 09:00:00"
"20333","281","21097","27 December ","2020-12-27","10208649","147349","9781778","","","","","","","","","","","","","376632","5416849","","","","740794","","https://twitter.com/ICMRDELHI/status/1357890953546256384","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1695748","5/2/2021","","5416849","","5416849","","92339002","200672589","106303","06/02/2021 09:00:00"
"16072","250","24822","28 December ","2020-12-28","10224721","147599","9806600","","","","","","","","","","","","","323043","5775322","470776","5304546","","695789","","https://twitter.com/ICMRDELHI/status/1358260774020534272","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1695914","6/2/2021","","5775322","","5775322","","92662045","201368378","115178","07/02/2021 09:00:00"
"20542","285","26589","29 December ","2020-12-29","10245263","147884","9833189","","","","","","","","","","","","","178941","5812362","490970","5321392","","532236","","https://twitter.com/ICMRDELHI/status/1358619618894618625","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1696087","7/2/2021","","5812362","","5812362","","92840986","201900614","116487","08/02/2021 09:00:00"
"21945","299","26407","30 December ","2020-12-30","10267208","148183","9859596","","","","","","","","","","","","","389764","6259008","776906","5482102","","687138","","https://twitter.com/ICMRDELHI/status/1358980917730099205","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1696402","8/2/2021","","6259008","","6259008","","93230750","202587752","126756","09/02/2021 09:00:00"
"19026","244","21969","31 December ","2020-12-31","10286234","148427","9881565","","","","","","","","","","","","","368902","6611561","1001427","5610134","","736903","","https://twitter.com/ICMRDELHI/status/1359345726862602243","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1696691","9/2/2021","","6611561","","6611561","","93599652","203324655","134746","10/02/2021 09:00:00"
"20159","237","23838","01 January ","2021-01-01","10306393","148664","9905403","","","","","","","","","","","","","360693","7017114","1311886","5705228","","699185","","https://twitter.com/ICMRDELHI/status/1359718800548061192","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1697012","10/2/2021","","7017114","","7017114","","93960345","204023840","143056","11/02/2021 09:00:00"
"18144","216","20903","02 January ","2021-01-02","10324537","148880","9926306","","","","","","","","","","","","","360232","7505010","1690034","5814976","","765944","","https://twitter.com/ICMRDELHI/status/1360069854989082628","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1697306","11/2/2021","","7505010","","7505010","","94320577","204789784","154370","12/02/2021 09:00:00"
"16678","215","19658","03 January ","2021-01-03","10341215","149095","9945964","","","","","","","","","","","","","365080","7967647","2058511","5909136","","743614","","https://twitter.com/ICMRDELHI/status/1360450493512876033","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1697651","12/2/2021","","7967647","","7967647","","94685657","205533398","164781","13/02/2021 09:00:00"
"16278","200","29209","04 January ","2021-01-04","10357493","149295","9975173","","","","","","","","","","","","","313690","8240230","2256212","5984018","","697114","23628","https://twitter.com/ICMRDELHI/status/1360789224275005441","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1697885","13/2/2021","","8263858","","8240230","","94999347","206230512","172852","14/02/2021 09:00:00"
"17909","265","21161","05 January ","2021-01-05","10375402","149560","9996334","","","","","","","","","","","","","166817","8260734","2272621","5988113","","486122","24561","https://twitter.com/ICMRDELHI/status/1361154967537659907","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1698068","14/2/2021","","8285295","","8260734","","95166164","206716634","173729","15/02/2021 09:00:00"
"20472","222","19689","06 January ","2021-01-06","10395874","149782","10016023","","","","","","","","","","","","","356365","8560531","2453411","6107120","","615664","160291","http://twitter.com/ICMRDELHI/status/1361518286756798464","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1698349","15/2/2021","","8720822","","8560531","","95522529","207332298","184303","16/02/2021 09:00:00"
"18123","233","20503","07 January ","2021-01-07","10413997","150015","10036526","","","","","","","","","","","","","320937","8722853","2571931","6150922","","644931","276377","https://twitter.com/ICMRDELHI/status/1361879974995615746","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1698602","16/2/2021","","8999230","","8722853","","95843466","207977229","191373","17/02/2021 09:00:00"
"18453","229","19242","08 January ","2021-01-08","10432450","150244","10055768","","","","","","","","","","","","","346840","9053061","2856420","6196641","","726562","369167","https://twitter.com/ICMRDELHI/status/1362240154283298818","","","https://www.pib.gov.in/PressReleasePage.aspx?PRID=1698949","17/2/2021","","9422228","","9053061","","96190306","208703791","199305","18/02/2021 09:00:00"
"18820","213","19460","09 January ","2021-01-09","10451270","150457","10075228","","","","","","","","","","","","","351205","9577108","3316866","6260242","","771071","610899","https://twitter.com/ICMRDELHI/status/1362607186510192646","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1699353","18/2/2021","","10188007","","9577108","","96541511","209474862","211462","19/02/2021 09:00:00"
"16086","150","16737","10 January ","2021-01-10","10467356","150607","10091965","","","","","","","","","","","","","339781","9868043","3539564","6328479","","786618","847161","https://twitter.com/ICMRDELHI/status/1362968214427234304","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1699596","19/2/2021","","10715204","","9868043","","96881292","210261480","222313","20/02/2021 09:00:00"
"12481","166","18578","11 January ","2021-01-11","10479837","150773","10110543","","","","","","","","","","","","","328821","10124531","3732987","6391544","","670050","960642","https://twitter.com/ICMRDELHI/status/1363331322995826689","","","https://pib.gov.in/PressReleasePage.aspx?PRID=1699735","20/2/2021","","11085173","","10124531","","97210113","210931530","230888","21/02/2021 09:00:00"
"15903","200","17762","12 January ","2021-01-12","10495740","150973","10128305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17015","201","17797","13 January ","2021-01-13","10512755","151174","10146102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15677","189","15943","14 January ","2021-01-14","10528432","151363","10162045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15155","176","16809","15 January ","2021-01-15","10543587","151539","10178854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15050","181","17202","16 January ","2021-01-16","10558637","151720","10196056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13962","145","14513","17 January ","2021-01-17","10572599","151865","10210569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9987","137","17127","18 January ","2021-01-18","10582586","152002","10227696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13787","162","17229","19 January ","2021-01-19","10596373","152164","10244925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15279","152","20071","20 January ","2021-01-20","10611652","152316","10264996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14495","161","17734","21 January ","2021-01-21","10626147","152477","10282730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14323","153","17166","22 January ","2021-01-22","10640470","152630","10299896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14896","156","16033","23 January ","2021-01-23","10655366","152786","10315929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13232","131","13148","24 January ","2021-01-24","10668598","152917","10329077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9098","116","16092","25 January ","2021-01-25","10677696","153033","10345169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12733","138","13250","26 January ","2021-01-26","10690429","153171","10358419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11556","123","14261","27 January ","2021-01-27","10701985","153294","10372680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18912","162","20315","28 January ","2021-01-28","10720897","153456","10392995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13054","137","14886","29 January ","2021-01-29","10733951","153593","10407881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13073","128","14077","30 January ","2021-01-30","10747024","153721","10421958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11527","116","11882","31 January ","2021-01-31","10758551","153837","10433840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8579","94","13443","01 February ","2021-02-01","10767130","153931","10447283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11001","113","14250","02 February ","2021-02-02","10778131","154044","10461533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12925","107","17813","03 February ","2021-02-03","10791056","154151","10479346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12401","120","15788","04 February ","2021-02-04","10803457","154271","10495134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
